276_i_1_C 85 15 89 11 87 13 74
276_i_1_D 95 5 99 1 97 3 94
276_i_1_E 99 1 97 3 98 2 96
276_i_2_A 95 5 99 1 97 3 94
276_i_2_B 90 10 94 6 92 8 84
276_i_2_C 91 9 89 11 90 10 80
276_i_2_D 98 2 98 2 98 2 96
276_i_2_E 99 1 99 1 99 1 98
276_i_3_A 98 2 98 2 98 2 96
276_i_3_B 86 14 90 10 88 12 76
276_i_3_C 91 9 89 11 90 10 80
276_i_3_D 99 1 98 2 98 2 96
276_i_3_E 100 0 100 0 100 0 99
276_i_4_A 100 0 100 0 100 0 99
276_i_4_B 87 13 85 15 86 14 72
276_i_4_C 87 13 89 11 88 12 76
276_i_4_D 100 0 100 0 100 0 99
276_i_4_E 98 2 98 2 98 2 96
276_i_5_A 97 3 95 5 96 4 92
276_i_5_B 88 12 86 14 87 13 74
276_i_5_C 83 17 85 15 84 16 68
276_i_5_D 99 1 97 3 98 2 96
276_i_5_E 99 1 99 1 99 1 98
286_vi_1_A 96 4 93 7 95 6 89
286_vi_1_B 87 13 91 9 89 12 77
286_vi_1_C 85 15 89 11 87 14 73
286_vi_1_D 97 3 96 4 97 4 93
286_vi_1_E 97 3 95 5 96 4 92
286_vi_2_A 94 6 93 7 94 7 87
286_vi_2_B 88 12 87 13 88 13 75
286_vi_2_C 90 10 95 5 93 8 85
286_vi_2_D 99 1 99 1 99 1 97
286_vi_2_E 94 6 96 4 95 5 89
286_vi_3_A 94 6 90 10 92 8 84
286_vi_3_B 84 16 82 18 83 17 66
286_vi_3_C 92 8 90 10 91 9 82
286_vi_3_D 94 6 91 9 93 7 85
286_vi_3_E 91 9 91 9 91 9 81
286_vi_4_A 93 7 97 3 95 5 90
286_vi_4_B 80 20 81 19 81 19 61
286_vi_4_C 88 12 86 14 87 13 74
286_vi_4_D 98 2 96 4 97 3 94
286_vi_4_E 98 2 96 4 97 3 94
286_vi_5_A 98 2 96 4 97 3 93
286_vi_5_B 88 12 85 15 87 13 73
286_vi_5_C 94 6 92 8 93 7 86
286_vi_5_D 98 2 96 4 97 3 94
286_vi_5_E 98 2 94 6 96 4 92
29_i_1_A 88 12 86 14 87 13 74
29_i_1_B 75 25 75 25 75 25 50
29_i_1_C 72 28 72 28 72 28 44
29_i_1_D 90 10 88 12 89 11 78
29_i_1_E 86 14 84 16 85 15 70
29_i_2_A 91 9 89 11 90 10 80
29_i_2_B 67 33 65 35 66 34 32
29_i_2_C 67 33 65 35 66 34 32
29_i_2_D 91 9 89 11 90 10 80
29_i_2_E 91 9 89 11 90 10 80
29_i_3_A 89 11 91 9 90 10 80
29_i_3_B 69 31 67 33 68 32 36
29_i_3_C 72 28 70 30 71 29 42
29_i_3_D 90 10 88 12 89 11 78
29_i_3_E 88 12 86 14 87 13 74
29_i_4_A 90 10 88 12 89 11 78
29_i_4_B 67 33 65 35 66 34 32
29_i_4_C 70 30 70 30 70 30 40
29_i_4_D 88 12 86 14 87 13 74
29_i_4_E 86 14 84 16 85 15 70
29_i_5_A 87 13 85 15 86 14 72
29_i_5_B 65 35 63 37 64 36 28
29_i_5_C 71 29 69 31 70 30 40
29_i_5_D 86 14 84 16 85 15 70
29_i_5_E 87 13 85 15 86 14 72
328_i_1_A 94 6 96 4 95 5 90
328_i_1_B 79 21 77 23 78 22 56
328_i_1_C 82 18 80 20 81 19 62
328_i_1_D 88 12 86 14 87 13 74
328_i_1_E 97 3 95 5 96 4 92
328_i_2_A 92 8 90 10 91 9 82
328_i_2_B 82 18 80 20 81 19 62
328_i_2_C 92 8 92 8 92 8 84
328_i_2_D 91 9 89 11 90 10 80
328_i_2_E 90 10 88 12 89 11 78
328_i_3_A 94 6 92 8 93 7 86
328_i_3_B 81 19 79 21 80 20 60
328_i_3_C 96 4 94 6 95 5 90
328_i_3_D 96 4 94 6 95 5 90
328_i_3_E 98 2 96 4 97 3 94
328_i_4_A 91 9 93 7 92 8 84
328_i_4_B 78 22 76 24 77 23 54
328_i_4_C 85 15 83 17 84 16 68
328_i_4_D 91 9 89 11 90 10 80
328_i_4_E 87 13 85 15 86 14 72
328_i_5_A 95 5 93 7 94 6 88
328_i_5_B 89 11 87 13 88 12 76
328_i_5_C 89 11 87 13 88 12 76
328_i_5_D 88 12 86 14 87 13 74
328_i_5_E 91 9 89 11 90 10 80
365_i_1_A 88 12 90 10 89 11 78
365_i_1_B 69 31 67 33 68 32 36
365_i_1_C 73 27 71 29 72 28 44
365_i_1_D 92 8 90 10 91 9 82
365_i_1_E 93 7 91 9 92 8 84
365_i_2_A 89 11 87 13 88 12 76
365_i_2_B 73 27 71 29 72 28 44
365_i_2_C 77 23 75 25 76 24 52
365_i_2_D 91 9 89 11 90 10 80
365_i_2_E 92 8 90 10 91 9 82
365_i_3_A 93 7 91 9 92 8 84
365_i_3_B 80 20 78 22 79 21 58
365_i_3_C 78 22 76 24 77 23 54
365_i_3_D 93 7 91 9 92 8 84
365_i_3_E 93 7 91 9 92 8 84
365_i_4_A 90 10 88 12 89 11 78
365_i_4_B 71 29 69 31 70 30 40
365_i_4_C 74 26 72 28 73 27 46
365_i_4_D 94 6 92 8 93 7 86
365_i_4_E 92 8 90 10 91 9 82
365_i_5_A 89 11 87 13 88 12 76
365_i_5_B 69 31 69 31 69 31 38
365_i_5_C 71 29 75 25 73 27 46
365_i_5_D 88 12 90 10 89 11 78
365_i_5_E 92 8 90 10 91 9 82
365_vi_1_A 88 12 88 12 88 12 76
365_vi_1_B 66 34 70 30 68 32 36
365_vi_1_C 69 31 73 27 71 29 42
365_vi_1_D 90 10 88 12 89 11 78
365_vi_1_E 90 10 90 10 90 10 80
365_vi_2_A 91 9 87 13 89 11 78
365_vi_2_B 72 28 70 30 71 29 42
365_vi_2_C 74 26 72 28 73 27 46
365_vi_2_D 86 14 84 16 85 15 70
365_vi_2_E 87 13 87 13 87 13 74
365_vi_3_A 93 7 89 11 91 9 82
365_vi_3_B 72 28 76 24 74 26 48
365_vi_3_C 78 22 76 24 77 23 54
365_vi_3_D 88 12 86 14 87 13 74
365_vi_3_E 92 8 88 12 90 10 80
365_vi_4_A 89 11 87 13 88 12 76
365_vi_4_B 71 31 68 32 69 31 38
365_vi_4_C 71 29 69 31 70 30 40
365_vi_4_D 89 11 91 9 90 10 80
365_vi_4_E 88 12 88 12 88 12 76
365_vi_5_A 90 10 86 14 88 12 76
365_vi_5_B 70 30 68 32 69 31 38
365_vi_5_C 72 28 72 28 72 28 44
365_vi_5_D 88 12 88 12 88 12 76
365_vi_5_E 87 13 91 9 89 11 78
371_i_1_A 87 13 91 9 89 11 78
371_i_1_B 76 24 74 26 75 25 50
371_i_1_C 81 19 79 21 80 20 60
371_i_1_D 92 8 88 12 90 10 80
371_i_1_E 93 7 91 9 92 8 84
371_i_2_A 85 15 83 17 84 16 68
371_i_2_B 69 31 71 29 70 30 40
371_i_2_C 81 19 79 21 80 20 60
371_i_2_D 85 15 89 11 87 13 74
371_i_2_E 89 11 91 9 90 10 80
371_i_3_A 88 12 86 14 87 13 74
371_i_3_B 85 15 83 17 84 16 68
371_i_3_C 84 16 88 12 86 14 72
371_i_3_D 85 15 89 11 87 13 74
371_i_3_E 88 12 86 14 87 13 74
371_i_4_A 93 7 92 8 92 8 84
371_i_4_B 62 38 58 42 60 40 20
371_i_4_C 73 27 71 29 72 28 44
371_i_4_D 82 18 80 20 81 19 62
371_i_4_E 88 12 86 14 87 13 74
371_i_5_A 88 12 88 12 88 12 76
371_i_5_B 73 27 77 23 75 25 50
371_i_5_C 78 22 80 20 79 21 58
371_i_5_D 90 10 89 11 90 10 80
371_i_5_E 85 15 85 15 85 15 70
382_i_1_A 91 9 95 5 93 7 86
382_i_1_B 69 31 73 27 71 29 42
382_i_1_C 81 19 79 21 80 20 60
382_i_1_D 93 7 92 8 92 8 84
382_i_1_E 91 9 87 13 89 11 78
382_i_2_A 95 5 93 7 94 6 88
382_i_2_B 71 29 75 25 73 27 46
382_i_2_C 76 24 80 20 78 22 56
382_i_2_D 97 3 95 5 96 4 92
382_i_2_E 90 10 88 12 89 11 78
382_i_3_A 90 10 86 14 88 12 76
382_i_3_B 76 24 74 26 75 25 50
382_i_3_C 80 20 78 22 79 21 58
382_i_3_D 89 11 91 9 90 10 80
382_i_3_E 91 9 89 11 90 10 80
382_i_4_A 93 7 97 3 95 5 90
382_i_4_B 71 29 73 27 72 28 44
382_i_4_C 71 29 69 31 70 30 40
382_i_4_D 91 9 91 9 91 9 82
382_i_4_E 90 10 94 6 92 8 84
382_i_5_A 90 10 94 6 92 8 84
382_i_5_B 70 30 68 32 69 31 38
382_i_5_C 72 28 72 28 72 28 44
382_i_5_D 91 9 87 13 89 11 78
382_i_5_E 91 9 89 11 90 10 80
5_i_1_A 97 3 96 4 96 4 92
5_i_1_B 89 11 87 13 88 12 76
5_i_1_C 90 10 90 10 90 10 80
5_i_1_D 91 9 95 5 93 7 86
5_i_1_E 92 8 94 6 93 7 86
5_i_2_A 94 6 94 6 94 6 88
5_i_2_B 88 12 87 13 87 13 74
5_i_2_C 87 13 91 9 89 11 78
5_i_2_D 90 10 94 6 92 8 84
5_i_2_E 97 3 95 5 96 4 92
5_i_3_A 92 8 92 8 92 8 84
5_i_3_B 74 26 70 30 72 28 44
5_i_3_C 88 12 82 18 85 15 70
5_i_3_D 98 2 96 4 97 3 94
5_i_3_E 97 3 95 5 96 4 92
5_i_4_A 98 2 98 2 98 2 96
5_i_4_B 88 12 92 8 90 10 80
5_i_4_C 87 13 85 15 86 14 72
5_i_4_D 97 3 95 5 96 4 92
5_i_4_E 98 2 98 2 98 2 96
5_i_5_A 91 9 89 11 90 10 80
5_i_5_B 87 13 85 15 86 14 72
5_i_5_C 77 23 75 25 76 24 52
5_i_5_D 95 5 95 5 95 5 90
5_i_5_E 93 7 97 3 95 5 90
61_i_1_A 90 10 92 8 91 9 82
61_i_1_B 69 31 68 32 68 32 36
61_i_1_C 72 28 72 28 72 28 44
61_i_1_D 92 8 90 10 91 9 82
61_i_1_E 93 7 91 9 92 8 84
61_i_2_A 88 12 92 8 90 10 80
61_i_2_B 69 31 73 27 71 29 42
61_i_2_C 72 28 70 30 71 29 42
61_i_2_D 92 8 90 10 91 9 82
61_i_2_E 95 5 91 9 93 7 86
61_i_3_A 81 19 79 21 80 20 60
61_i_3_B 73 27 71 29 72 28 44
61_i_3_C 76 24 74 26 75 25 50
61_i_3_D 93 7 89 11 91 9 82
61_i_3_E 91 9 89 11 90 10 80
61_i_4_A 85 15 85 16 85 15 70
61_i_4_B 68 32 66 34 67 34 33
61_i_4_C 68 32 68 32 68 32 36
61_i_4_D 86 14 90 10 88 12 76
61_i_4_E 88 12 90 10 89 11 78
61_i_5_A 92 8 91 9 91 9 82
61_i_5_B 78 22 77 23 77 23 54
61_i_5_C 77 23 75 25 76 24 52
61_i_5_D 90 10 88 12 89 11 78
61_i_5_E 88 12 92 8 90 10 80
7_i_1_A 85 15 89 11 87 13 74
7_i_1_B 73 27 71 29 72 28 44
7_i_1_C 88 12 84 16 86 14 72
7_i_1_D 93 7 91 9 92 8 84
7_i_1_E 94 6 92 8 93 7 86
7_i_2_A 96 4 94 6 95 5 90
7_i_2_B 75 25 75 25 75 25 50
7_i_2_C 85 15 89 11 87 13 74
7_i_2_D 97 3 99 1 98 2 96
7_i_2_E 100 0 98 2 99 1 98
7_i_3_A 88 12 86 14 87 13 74
7_i_3_B 57 43 56 44 57 43 14
7_i_3_C 79 21 77 23 78 22 56
7_i_3_D 91 9 87 13 89 11 78
7_i_3_E 92 8 90 10 91 9 82
7_i_4_A 96 4 94 6 95 5 90
7_i_4_B 76 24 74 26 75 25 50
7_i_4_C 95 5 95 5 95 5 90
7_i_4_D 98 2 98 2 98 2 96
7_i_4_E 99 1 99 1 99 1 98
7_i_5_A 96 4 95 5 95 5 90
7_i_5_B 68 32 68 32 68 32 36
7_i_5_C 80 20 80 20 80 20 60
7_i_5_D 90 10 94 6 92 8 84
7_i_5_E 98 2 98 2 98 2 96
71_vi_1_A 96 4 94 6 95 5 90
71_vi_1_B 82 18 78 22 80 20 60
71_vi_1_C 81 19 79 21 80 20 60
71_vi_1_D 94 6 90 10 92 8 84
71_vi_1_E 89 11 87 13 88 12 76
71_vi_2_A 96 4 95 5 95 5 90
71_vi_2_B 79 21 77 23 78 22 56
71_vi_2_C 81 19 81 19 81 19 62
71_vi_2_D 93 7 97 3 95 5 90
71_vi_2_E 88 12 90 10 89 11 78
71_vi_3_A 90 10 89 11 89 11 78
71_vi_3_B 80 20 79 21 79 21 58
71_vi_3_C 80 20 80 20 80 20 60
71_vi_3_D 94 6 93 7 93 7 86
71_vi_3_E 88 12 92 8 90 10 80
71_vi_4_A 95 5 99 1 97 3 94
71_vi_4_B 71 29 73 27 72 28 44
71_vi_4_C 76 24 74 26 75 25 50
71_vi_4_D 96 4 94 6 95 5 90
71_vi_4_E 95 5 93 7 94 6 88
71_vi_5_A 93 7 91 9 92 8 84
71_vi_5_B 68 32 72 28 70 30 40
71_vi_5_C 73 27 77 23 75 25 50
71_vi_5_D 93 7 91 9 92 8 84
71_vi_5_E 92 8 90 10 91 9 82
72_i_1_A 87 13 85 15 86 14 72
72_i_1_B 73 27 71 29 72 28 44
72_i_1_C 71 29 75 25 73 27 46
72_i_1_D 87 13 91 9 89 11 78
72_i_1_E 85 15 87 13 86 14 72
72_i_2_A 92 8 90 10 91 9 82
72_i_2_B 68 32 66 34 67 33 34
72_i_2_C 68 32 66 34 67 33 34
72_i_2_D 92 8 90 10 91 9 82
72_i_2_E 88 12 92 8 90 10 80
72_i_3_A 88 12 92 8 90 10 80
72_i_3_B 67 33 65 35 66 34 32
72_i_3_C 74 26 72 28 73 27 46
72_i_3_D 88 12 86 14 87 13 74
72_i_3_E 90 10 88 12 89 11 78
72_i_4_A 88 12 92 8 90 10 80
72_i_4_B 66 34 70 30 68 32 36
72_i_4_C 72 28 74 26 73 27 46
72_i_4_D 89 11 87 13 88 12 76
72_i_4_E 90 10 88 12 89 11 78
72_i_5_A 89 11 87 13 88 12 76
72_i_5_B 66 34 64 36 65 35 30
72_i_5_C 71 29 75 25 73 27 46
72_i_5_D 84 16 88 12 86 14 72
72_i_5_E 88 12 86 14 87 13 74
73_i_1_A 90 10 94 6 92 8 84
73_i_1_B 72 28 76 24 74 26 48
73_i_1_C 76 24 74 26 75 25 50
73_i_1_D 90 10 86 14 88 12 76
73_i_1_E 92 8 88 12 90 10 80
73_i_2_A 91 9 89 11 90 10 80
73_i_2_B 68 32 68 32 68 32 36
73_i_2_C 79 21 75 25 77 23 54
73_i_2_D 91 9 89 11 90 10 80
73_i_2_E 91 9 89 11 90 10 80
73_i_3_A 84 16 80 20 82 18 64
73_i_3_B 74 26 74 26 74 26 48
73_i_3_C 70 30 68 32 69 31 38
73_i_3_D 88 12 86 14 87 13 74
73_i_3_E 88 12 90 10 89 11 78
73_i_4_A 87 13 87 13 87 13 74
73_i_4_B 73 27 71 29 72 28 44
73_i_4_C 69 31 71 29 70 30 40
73_i_4_D 88 12 86 14 87 13 74
73_i_4_E 87 13 91 9 89 11 78
73_i_5_A 89 11 91 9 90 10 80
73_i_5_B 71 29 69 31 70 30 40
73_i_5_C 76 24 75 25 75 25 50
73_i_5_D 87 13 91 9 89 11 78
73_i_5_E 86 14 90 10 88 12 76
76_vi_1_A 88 12 86 14 87 13 74
76_vi_1_B 75 25 75 25 75 25 50
76_vi_1_C 78 22 74 26 76 24 52
76_vi_1_D 90 10 88 12 89 11 78
76_vi_1_E 91 9 89 11 90 10 80
76_vi_2_A 87 13 85 15 86 14 72
76_vi_2_B 71 29 71 29 71 29 42
76_vi_2_C 77 23 73 27 75 25 50
76_vi_2_D 88 12 86 14 87 13 74
76_vi_2_E 92 8 91 9 91 9 82
76_vi_3_A 90 10 86 14 88 12 76
76_vi_3_B 72 28 72 28 72 28 44
76_vi_3_C 76 24 74 26 75 25 50
76_vi_3_D 91 9 89 11 90 10 80
76_vi_3_E 86 14 88 12 87 13 74
76_vi_4_A 89 11 89 11 89 11 78
76_vi_4_B 72 28 70 30 71 29 42
76_vi_4_C 73 27 75 25 74 26 48
76_vi_4_D 92 8 90 10 91 9 82
76_vi_4_E 86 14 90 10 88 12 76
76_vi_5_A 84 16 86 14 85 15 70
76_vi_5_B 75 25 73 27 74 26 48
76_vi_5_C 79 21 77 23 78 22 56
76_vi_5_D 84 16 88 12 86 14 72
76_vi_5_E 85 15 89 11 87 13 74
87_i_1_A 95 5 93 7 94 6 88
87_i_1_B 90 10 89 11 90 11 79
87_i_1_C 90 10 86 14 88 13 75
87_i_1_D 97 3 95 5 96 4 92
87_i_1_E 97 3 95 5 96 4 91
87_i_2_A 93 7 95 5 94 6 88
87_i_2_B 90 10 87 13 89 11 77
87_i_2_C 91 9 95 5 93 7 85
87_i_2_D 98 2 99 1 98 2 97
87_i_2_E 95 5 95 55 95 5 90
87_i_3_A 94 6 93 7 93 7 86
87_i_3_B 84 16 88 12 85 15 71
87_i_3_C 89 11 93 7 91 9 82
87_i_3_D 94 6 92 8 93 7 86
87_i_3_E 91 9 90 10 91 10 81
87_i_4_A 97 3 93 7 95 5 90
87_i_4_B 82 18 80 20 81 19 62
87_i_4_C 88 12 87 13 88 12 75
87_i_4_D 98 2 96 4 97 3 94
87_i_4_E 97 3 97 3 97 3 94
87_i_5_A 95 5 99 1 97 3 93
87_i_5_B 85 15 87 13 86 14 72
87_i_5_C 94 6 93 7 93 7 86
87_i_5_D 98 2 98 2 98 2 96
87_i_5_E 94 6 98 2 96 4 92
99_i_1_A 85 15 90 10 88 12 75
99_i_1_B 71 29 69 31 70 30 40
99_i_1_C 66 34 66 34 66 34 32
99_i_1_D 93 7 90 10 92 8 83
99_i_1_E 92 8 90 10 91 9 81
99_i_2_A 92 8 91 9 92 8 83
99_i_2_B 81 19 79 21 80 20 60
99_i_2_C 76 24 76 24 76 24 52
99_i_2_D 88 12 84 16 86 14 72
99_i_2_E 88 12 92 10 90 10 79
99_i_3_A 88 12 86 14 88 12 75
99_i_3_B 69 31 68 32 69 32 37
99_i_3_C 61 39 57 43 59 41 18
99_i_3_D 92 8 90 10 90 10 81
99_i_3_E 92 98 90 10 91 9 82
99_i_4_A 87 13 85 15 86 14 72
99_i_4_B 62 38 63 37 63 37 25
99_i_4_C 67 33 66 34 67 33 33
99_i_4_D 89 11 85 15 87 13 73
99_i_4_E 88 12 85 15 87 13 73
99_i_5_A 90 10 90 10 90 10 80
99_i_5_B 61 39 60 40 60 40 21
99_i_5_C 69 31 72 28 70 30 41
99_i_5_D 80 20 83 17 82 18 63
99_i_5_E 85 15 83 17 84 16 68
99_vi_1_A 94 3 92 8 93 7 86
99_vi_1_B 77 23 73 27 75 25 50
99_vi_1_C 79 21 77 23 78 22 56
99_vi_1_D 85 15 83 17 84 16 68
99_vi_1_E 92 8 94 6 93 7 86
99_vi_2_A 89 11 87 13 88 12 76
99_vi_2_B 63 37 67 33 65 35 30
99_vi_2_C 69 31 71 29 70 30 40
99_vi_2_D 88 12 86 14 87 13 74
99_vi_2_E 92 8 90 10 91 9 82
99_vi_3_A 86 14 90 10 88 12 76
99_vi_3_B 67 33 71 29 69 31 38
99_vi_3_C 66 34 64 36 65 35 30
99_vi_3_D 90 10 89 11 89 11 78
99_vi_3_E 87 13 83 17 85 15 70
99_vi_4_A 91 9 89 11 90 10 80
99_vi_4_B 68 32 68 32 68 32 36
99_vi_4_C 77 23 75 25 76 24 52
99_vi_4_D 86 14 86 14 86 14 72
99_vi_4_E 83 17 87 13 85 15 70
99_vi_5_A 90 10 92 8 91 9 82
99_vi_5_B 64 36 64 36 64 36 28
99_vi_5_C 75 25 73 27 74 26 48
99_vi_5_D 85 15 89 11 87 13 74
99_vi_5_E 83 17 87 13 85 15 70
